ID_Pedido,ID_Cliente,Nombre_Cliente,Email_Cliente,ID_Producto,Nombre_Producto,Categoria,Cantidad,Precio_Unitario,Fecha_Pedido,Ciudad_Envio,Pais_Envio
2545,46442,Álvaro Segundo Vásquez Gutiérrez,michaelnavarro@example.com,PROD-004,Monitor 4K,Tecnología,3,"1332,21",2024-11-08,Barranquilla,Colombia
2301,18072,Luis Velásquez,jose55@example.org,PROD-001,Laptop Pro,Tecnología,1,587.15,2023-12-03,Barranquilla,Colombia
1386,40148,Ruth Gutiérrez Rincón,andrea25@example.com,PROD-002,Mouse Inalámbrico,Accesorios,10,1031.48,2023-12-06,Bogotá,Colombia
1387,67857,Nataly Milena Oviedo Fonseca,jose28@example.org,PROD-002,  Mouse Inalámbrico ,Accesorios,1,492.87,23/04/2024,Cali,Colombia
3351,35783,María Agudelo,gomezfelipe@example.org,PROD-002,Mouse Inalámbrico,Accesorios,1,121.57,03-08-25,Medellín,Colombia
3173,99295,Carlos Edgar García,manuelprieto@example.org,PROD-001,Laptop Pro,Tecnología,6,1306.96,2025-03-03,Bogotá,Colombia
2270,58307,Luis Andrés Bolaños Álvarez,aurelio40@example.com,PROD-005,Silla de Oficina,Mobiliario,9,974.08,2025-03-14,Cali,Colombia
1058,47117,Eugenia Carolina Herrera,barraganalonso@example.org,PROD-005,Silla de Oficina,Mobiliario,8,112.29,2024-03-18,Barranquilla,Colombia
1473,82282,Gladys Rodríguez Díaz,parrafernando@example.org,PROD-003,Teclado Mecánico,Accesorios,8,999.82,2025-09-17,Barranquilla,Colombia
3344,11828,Miriam Rodríguez,pbedoya@example.com,PROD-003,Teclado Mecánico,Accesorios,3,1094.95,2024-12-09,Medellín,Colombia
2672,93655,  Jairo Alejandro Lozano Rojas ,leidergonzalez@example.net,PROD-005,Silla de Oficina,Mobiliario,9,752.65,16/07/2024,Cartagena,Colombia
1602,59205,Nelson Jaimes,alberto05@example.com,PROD-006,Libreta Inteligente,Oficina,6,435.47,2025-04-25,Barranquilla,Colombia
3292,60274,Manuel Jesús Carvajal Reyes,daniel08@example.org,PROD-004,Monitor 4K,Tecnología,10,1316.12,2024-04-18,Bogotá,Colombia
1099,21165,Stella Isabel Bernal,alexanderpinto@example.org,PROD-006,Libreta Inteligente,oficina, 9 ,256.76,2024-11-15,Cartagena,Colombia
3111,56784,Juan Rodolfo Ramos Arias,ricardo11@example.com,PROD-002,Mouse Inalámbrico,Accesorios,6,1013.67,2025-01-23,Cali,Colombia
1901,69637,Luisa Contreras,sanchezliliana@example.net,PROD-004,Monitor 4K,Tecnología,3,311.62,05/02/2024,Bogotá,Colombia
3085,75516,Jorge Martínez Andrade,estradamaria@example.org,PROD-003,Teclado Mecánico,Accesorios,7,308.9,2024-07-30,Barranquilla,Colombia
2437,54557,Sandra Suárez Martínez,maria29@example.org,PROD-002,Mouse Inalámbrico,Accesorios,9,716.56,2023-11-05,Medellín,Colombia
3265,80150,Rodolfo Andrey López,estellavargas@example.com,PROD-003,Teclado Mecánico,Accesorios,10,470.54,2025-08-28,Cartagena,Colombia
1011,81957,Karina Peña,srodriguez@example.net,PROD-006,Libreta Inteligente,Oficina, 5 ,226.87,2025-07-21,Bogotá,Colombia
1405,99956,Margoth Lucero Durán,pgarcia@example.org,PROD-005,Silla de Oficina,Mobiliario,10,1312.69,2024-12-17,Bogotá,Colombia
2280,87763,Ana Milena Calderón Lozano,nleon@example.com,PROD-005,Silla de Oficina,Mobiliario,2,479.69,2025-06-25,Barranquilla,Colombia
1777,74535,Antonio Pérez Hernández,miguelgarcia@example.com,PROD-005,Silla de Oficina,Mobiliario,3,1069.13,2023-11-08,Medellín,Colombia
1050,72807,Diego Eliecer Correa,meloluis@example.org,PROD-004,Monitor 4K,Tecnología,2,781.31,2025-05-12,Medellín,Colombia
2096,61956,Enrique Yair Rodríguez Cifuentes,giraldoarnulfo@example.org,PROD-006,Libreta Inteligente,Oficina,10,256.15,2023-10-19,Barranquilla,Colombia
1899,13489,  John Calderón Jaimes ,juan76@example.com,PROD-001,Laptop Pro,Tecnología,3,385.13,2024-11-30,Barranquilla,Colombia
2093,76599,Ariel Hernández,ramirezconstanza@example.net,PROD-003,Teclado Mecánico,Accesorios,5,"1023,36",2025-07-17,Cartagena,Colombia
2814,CUST-58645,Gloria Andrea Ospino Hoyos,jaimelopez@example.com,PROD-004,Monitor 4K,Tecnología,3,1002.3,2023-11-17,Bogotá,Colombia
2602,20067,Gabriel Omar Arroyo,cardonajose@example.net,PROD-006,Libreta Inteligente,Oficina,1,533.76,2024-05-28,Cartagena,Colombia
1449,72548,Juan Suárez,omarleal@example.org,PROD-004,Monitor 4K,Tecnología,4,144.61,2024-02-27,Cartagena,Colombia
2288,38093,Carlos Gómez Romero,alvarezhernando@example.org,PROD-001,  Laptop Pro ,Tecnología,10,$ 623.99,2023-10-11,Cali,Colombia
2111,95131,Héctor Felix López Pérez,vargasjaime@example.org,PROD-002,Mouse Inalámbrico,Accesorios,7,61.24,02-20-25,Bogotá,Colombia
1827,CUST-88451,Brayan Díaz,juliagomez@example.com,PROD-001,  Laptop Pro ,Tecnología,3,1128.23,2025-01-12,Cali,Colombia
1714,38818,José Castro González,gonzalezjimmy@example.com,PROD-004,Monitor 4K,Tecnología,4,235.41,2025-05-21,Medellín,Colombia
2850,54122,Ramón Silva Ortiz,adrianahernandez@example.net,PROD-002,Mouse Inalámbrico,Accesorios,7,949.24,2024-04-26,Cartagena,Colombia
1992,39624,  Ángel Bustos Moreno ,freddysandoval@example.org,PROD-001,Laptop Pro,Tecnología,6,1121.69,2024-05-16,Barranquilla,Colombia
1165,35879,Camilo Adolfo Sierra,bgarcia@example.net,PROD-001,Laptop Pro,Tecnología,7,113.98,2024-04-06,Barranquilla,Colombia
1797,99160,Rocío Maldonado,torresluis@example.org,PROD-006,Libreta Inteligente,Oficina,3,501.78,12/01/2025,Cali,Colombia
2246,90677,Mary Viviana Escobar Escobar,morenolorena@example.org,PROD-003,Teclado Mecánico,Accesorios,8,1033.83,2025-08-16,Bogotá,Colombia
2195,68808,Carmenza Ordóñez,esthercaceres@example.net,PROD-004,  Monitor 4K ,Tecnología,7,604.09,2024-02-28,Medellín,Colombia
1535,23813,Milena Blanco,ardilajulieth@example.net,PROD-006,  Libreta Inteligente ,Oficina,8,356.03,2024-01-10,Bogotá,Colombia
2186,33584,Jorge Osvaldo López,juliethromero@example.com,PROD-003,Teclado Mecánico,Accesorios,4,453.12,2024-03-29,Cartagena,Colombia
2117,62314,Dary Judith Gallego Benavides,mosqueradavid@example.com,PROD-003,Teclado Mecánico,Accesorios,6,780.33,2024-08-10,Medellín,Colombia
1314,16845,Sandra Sánchez,miguelmartinez@example.org,PROD-004,Monitor 4K,Tecnología,10,882.68,2024-03-08,Bogotá,Colombia
3009,96495,Yésica Cecilia Parra,salgadoelsa@example.org,PROD-004,Monitor 4K,Tecnología,2,"723,99",2024-08-07,Cartagena,Colombia
2556,89039,Sandra Lida Campo,anibal46@example.org,PROD-005,Silla de Oficina,Mobiliario,7,1301.72,2024-02-24,Medellín,Colombia
1883,12902,  Mabel Ríos ,zapataana@example.org,PROD-001,Laptop Pro,Tecnología,9,1130.24,2024-02-09,Medellín,Colombia
1775,62254,Yulieth Gloria Rojas Hernández,juliahernandez@example.net,PROD-002,Mouse Inalámbrico,Accesorios,4,1370.28,2023-11-26,Barranquilla,Colombia
2950,40597,Andrés Arango Vega,nohoravasquez@example.net,PROD-006,Libreta Inteligente,Oficina,10,508.58,03-26-24,Bogotá,Colombia
3191,25019,Álvaro Salcedo Castrillón,diegovillamil@example.org,PROD-001,Laptop Pro,Tecnología,7,414.0,2025-04-17,Barranquilla,Colombia
2811,,Luz López,teresa12@example.org,PROD-002,Mouse Inalámbrico,Accesorios,7,1268.19,2023-11-23,Cartagena,Colombia
2546, 16351 ,Flor Karen Ramírez Arroyo,angaritavictor@example.com,PROD-004,  Monitor 4K ,Tecnología,8,"1295,54",2024-04-16,Bogotá,Colombia
2396,26066,Camilo Arteaga,calderonximena@example.net,PROD-001,Laptop Pro,Tecnología,2,1415.42,2024-03-05,Bogotá,Colombia
2832,72922,Robinson Silva,domingo88@example.org,PROD-006,Libreta Inteligente,Oficina,5,1232.57,2025-09-26,Barranquilla,Colombia
2165,33186,Juliana Velandia,dianaarango@example.org,PROD-003,Teclado Mecánico,Accesorios,9,1035.03,2024-03-31,Cali,Colombia
2909,10657,Ernesto Calderón,arteagaliceth@example.org,PROD-002,Mouse Inalámbrico,Accesorios,3,1252.33,07-28-25,Cartagena,Colombia
2825,57588,Guillermo Manuel Herrera,xgonzalez@example.org,PROD-001,Laptop Pro,Tecnología,1,1144.95,2025-08-01,Medellín,Colombia
3494,36409,Omaira Mantilla,ceciliamartinez@example.org,PROD-003,Teclado Mecánico,accesorios,6,1322.79,2024-04-18,Bogotá,Colombia
1493,57626,Dora García Moreno,jeanmonsalve@example.org,PROD-003,Teclado Mecánico,Accesorios, 2 ,1463.79,2024-12-26,Cartagena,Colombia
1146,,Patricia Yenny Cruz Castillo,cmejia@example.com,PROD-003,Teclado Mecánico,Accesorios,7,1094.89,2025-06-26,Cali,Colombia
1043,17548,Luis Palacios Delgado,vargasfernanda@example.net,PROD-005,Silla de Oficina,Mobiliario, 2 ,966.75,2024-01-20,Medellín,Colombia
2581, 42136 ,Vanessa Patiño,gutierrezcamilo@example.com,PROD-003,Teclado Mecánico,Accesorios,5,1188.36,2025-01-04,Medellín,Colombia
2057,59142,Duván Flórez Guevara,villamillorenzo@example.org,PROD-001,Laptop Pro,Tecnología,9,924.54,2023-10-26,Bogotá,Colombia
3001,96119,Ana Viviana Pacheco Orjuela,penajose@example.com,PROD-004,Monitor 4K,Tecnología,5,1261.46,10-26-24,Medellín,Colombia
1664,67962,Sonia Diana Hernández,zuluagaantonio@example.com,PROD-005,Silla de Oficina,Mobiliario,3,456.03,2024-08-19,Barranquilla,Colombia
2713,16276,Tulio Leonardo Pinzón,hernando85@example.com,PROD-005,Silla de Oficina,Mobiliario,5,308.78,2024-07-07,Bogotá,Colombia
1525,71644,Alberto Luis Angarita,andresrivera@example.com,PROD-001,Laptop Pro,Tecnología,2,1011.94,2024-03-06,Cartagena,Colombia
3360,22117,Martha García Arias,alzatejorge@example.com,PROD-004,Monitor 4K,Tecnología,3,120.52,12-12-23,Medellín,Colombia
3335,79816,Ángel Luis Salazar,prietowilfredo@example.com,PROD-005,  Silla de Oficina ,Mobiliario,3,"274,58",2024-10-02,Cartagena,Colombia
1823,56207,  Javier Alexander Rojas Padilla ,lsuarez@example.org,PROD-003,Teclado Mecánico,Accesorios,4,477.35,2024-07-07,Cartagena,Colombia
1632,82307,Laura Tatiana Pacheco,gustavogonzalez@example.net,PROD-004,  Monitor 4K ,Tecnología,2,459.84,2025-01-04,Cartagena,Colombia
1826,86742,William José Anaya,whurtado@example.net,PROD-001,  Laptop Pro ,Tecnología,2,1092.5,2024-08-24,Cartagena,Colombia
2074,81534,David Jiménez Herrera,sergiosuarez@example.net,PROD-002,Mouse Inalámbrico,Accesorios,3,1058.44,2024-12-07,Medellín,Colombia
1543,32029,  Leonardo Torres ,djaramillo@example.com,PROD-005,Silla de Oficina,Mobiliario,4,1063.27,2024-09-21,Bogotá,Colombia
2387,70185,Alcira Mayra Salas,liliaarteaga@example.com,PROD-006,Libreta Inteligente,Oficina,3,731.37,2025-02-02,Cartagena,Colombia
2298, 52627 ,Mirian Ojeda,sofiagaviria@example.net,PROD-001,Laptop Pro,Tecnología,1,$ 476.2,2024-03-20,Barranquilla,Colombia
2318,68516,Javier José Moreno Camargo,enrique75@example.net,PROD-004,Monitor 4K,Tecnología,5,115.4,2025-06-25,Medellín,Colombia
3135,68939,Misael Cardona Lozano,andres32@example.net,PROD-001,Laptop Pro,Tecnología,1,915.91,2025-01-14,Medellín,Colombia
3270,74914,  Ricardo Gregorio Delgado RodrÃ­guez ,rcorrea@example.net,PROD-006,Libreta Inteligente,Oficina,8,508.73,2024-12-10,Cartagena,Colombia
2173,57495,Graciela Mendoza,adrianacampo@example.org,PROD-004,Monitor 4K,Tecnología,8,687.27,2024-06-09,Cartagena,Colombia
1285,97212,Andrés Bastidas,camachoelisa@example.net,PROD-001,Laptop Pro,Tecnología,7,1068.87,2024-07-28,Barranquilla,Colombia
2619,27193,Fernando Carlos Medina,hugo57@example.com,PROD-002,Mouse Inalámbrico,Accesorios,4,978.64,2024-12-11,Barranquilla,Colombia
2426,37124,Luz Consuelo Pérez Corredor,wzapata@example.net,PROD-005,Silla de Oficina,Mobiliario, 8 ,135.65,2025-06-10,Medellín,Colombia
3008, 94605 ,José Alfredo Vargas,josemoreno@example.org,PROD-002,Mouse Inalámbrico,Accesorios,5,1174.83,2025-08-07,Cali,Colombia
1345,17781,Yésica Diana Rodríguez Fernández,stevenescobar@example.com,PROD-006,Libreta Inteligente,Oficina,5,148.11,2024-11-02,Cartagena,Colombia
1439,11780,Marina Granados,lbermudez@example.com,PROD-006,Libreta Inteligente,Oficina,6,353.85,29/08/2024,Barranquilla,Colombia
1649,58022,Armando Murillo Rivera,javier38@example.com,PROD-003,Teclado Mecánico,Accesorios,10,826.42,2025-05-22,Cartagena,Colombia
1283,13023,Jairo Ardila,elara@example.org,PROD-001,Laptop Pro,tecnología,4,"747,69",2024-06-08,Cali,Colombia
2044,40447,Antonio Alexis Ortega Bohórquez,arteagapedro@example.org,PROD-006,Libreta Inteligente,Oficina,2,613.68,2025-07-10,Cali,Colombia
2367,79208,  Alejandra Fuentes Acevedo ,diazmarlon@example.com,PROD-006,Libreta Inteligente,Oficina,6,"556,94",2025-04-07,Barranquilla,Colombia
3053,98790,Hernando Velásquez,fcastellanos@example.org,PROD-004,Monitor 4K,tecnología, 3 ,497.5,2024-09-18,Cali,Colombia
1802,11898,Alonso Nieto,andres53@example.com,PROD-006,Libreta Inteligente,Oficina,10,$ 266.35,2024-04-19,Bogotá,Colombia
2249,22669,Daniela María García,armando36@example.org,PROD-001,Laptop Pro,Tecnología,6,984.21,2023-10-12,Bogotá,Colombia
1430, 82736 ,Jorge Jorge Ávila,antonioreyes@example.com,PROD-002,  Mouse Inalámbrico ,Accesorios,8,1429.81,2023-10-23,Cartagena,Colombia
2443,95360,María Lizeth Vergara Zuluaga,oflorez@example.org,PROD-006,Libreta Inteligente,Oficina,3,1111.18,2024-08-04,Medellín,Colombia
3187,93995,Dary Montoya,alexanderarias@example.net,PROD-002,Mouse Inalámbrico,Accesorios,9,1365.06,05-12-24,Cartagena,Colombia
2359,89278,María Garcés,flor62@example.com,PROD-002,Mouse Inalámbrico,Accesorios,6,403.44,2025-05-02,Cali,Colombia
1352,15803,María Lucía Bermúdez,milton34@example.com,PROD-004,Monitor 4K,Tecnología,8,1414.76,2025-03-30,Bogotá,Colombia
2191, 40295 ,Ángela Orozco Rodríguez,garzonjorge@example.com,PROD-001,  Laptop Pro ,Tecnología,7,1413.57,2024-02-24,Cartagena,Colombia
3124,66308,Alejandro Rincón,milenagonzalez@example.com,PROD-006,  Libreta Inteligente ,Oficina,10,377.59,2023-12-30,Bogotá,Colombia
3166,19185,  Yeison Villamil ,corredorfrancisco@example.net,PROD-001,Laptop Pro,Tecnología,9,"1410,91",2024-08-14,Medellín,Colombia
2163,27178,Tatiana Contreras Molina,qsalas@example.net,PROD-003,Teclado Mecánico,Accesorios,5,959.88,2024-09-01,Cartagena,Colombia
3051,72815,Claudia Sánchez,jaramilloluis@example.org,PROD-004,Monitor 4K,Tecnología,2,1139.31,2025-02-19,Cartagena,Colombia
1653,41114,Alexander Alexander Ospina,zcastano@example.org,PROD-003,Teclado Mecánico,Accesorios,4,"210,07",2024-07-07,Cartagena,Colombia
1663,89002,Cristina Osorio,aramirez@example.org,PROD-004,Monitor 4K,Tecnología,1,603.11,2025-04-19,Cartagena,Colombia
1020,21443,Nelson Ferney Leal Calderón,andresmora@example.net,PROD-001,  Laptop Pro ,Tecnología,5,314.41,2025-08-20,Cali,Colombia
1087,36641,Olga María Rincón Córdoba,alberto04@example.org,PROD-005,Silla de Oficina,Mobiliario,4,439.04,2024-06-22,Cali,Colombia
1495, 72695 ,Sandra Lozano,jorgejaimes@example.net,PROD-001,Laptop Pro,Tecnología,7,1254.07,2024-02-07,Barranquilla,Colombia
1125,51798,Irma Marcela Zuluaga Murillo,guzmanadriana@example.org,PROD-002,Mouse Inalámbrico,Accesorios,7,1051.31,2024-07-06,Medellín,Colombia
1688,89538,Miguel Francisco Soto,jose61@example.com,PROD-006,Libreta Inteligente,Oficina,7,"1083,47",2025-01-29,Medellín,Colombia
3277,28909,Laura Rocío Carvajal,teresarodriguez@example.net,PROD-004,Monitor 4K,Tecnología,6,142.66,2025-08-30,Barranquilla,Colombia
1084,97698,Luisa Marcela Amaya,maryvasquez@example.org,PROD-003,Teclado Mecánico,Accesorios,3,433.84,2024-05-08,Cali,Colombia
1260,45540,José Nelson López,maria43@example.net,PROD-002,Mouse Inalámbrico,Accesorios,8,204.85,2024-08-07,Cartagena,Colombia
1570,33633,Luz Hernández,luz66@example.org,PROD-001,Laptop Pro,Tecnología,5,236.67,2024-10-27,Barranquilla,Colombia
3452,50589,Carlos Andrés Buitrago,steven50@example.net,PROD-006,Libreta Inteligente,Oficina,4,559.89,2025-04-18,Barranquilla,Colombia
1290,,Alejandro Montenegro,aortega@example.org,PROD-001,Laptop Pro,Tecnología,3,358.4,2025-01-08,Cali,Colombia
2409,36600,Nelson Mendoza,ines34@example.net,PROD-002,Mouse Inalámbrico,Accesorios,7,438.01,2025-02-21,Medellín,Colombia
2145,55731,Aldemar John Aguirre Murillo,yuranyhurtado@example.com,PROD-006,Libreta Inteligente,Oficina,3,902.08,2025-01-20,Bogotá,Colombia
1138,CUST-84371,Alonso Camilo Rodríguez,sarmientovictor@example.com,PROD-006,Libreta Inteligente,Oficina,10,402.12,2025-04-14,Cali,Colombia
2896,88560,Javier Carlos Restrepo,correaantonio@example.net,PROD-002,Mouse Inalámbrico,Accesorios,5,1290.84,2024-08-19,Bogotá,Colombia
1302,11101,Fernando José Ibarra,andreaacevedo@example.net,PROD-001,Laptop Pro,Tecnología,8,890.29,2024-08-18,Cali,Colombia
2357,72497,Alexander Andrey Corredor,srestrepo@example.net,PROD-002,Mouse Inalámbrico,Accesorios,10,20.54,2025-08-31,Barranquilla,Colombia
1046,,FabiÃ¡n LÃ³pez Olaya,kruiz@example.com,PROD-004,Monitor 4K,Tecnología,4,1319.14,2025-02-27,Cartagena,Colombia
2739,27939,Cristina Natalia Parra,fernando97@example.net,PROD-002,Mouse Inalámbrico,Accesorios,4,846.04,2023-12-31,Medellín,Colombia
1739,64094,Aleida Paz MartÃ­nez,franciscoacevedo@example.net,PROD-005,Silla de Oficina,Mobiliario,10,438.62,2024-04-07,Medellín,Colombia
1942,21319,Isabel Liliana Montoya,morajulian@example.net,PROD-002,Mouse Inalámbrico,Accesorios, 8 ,693.37,2025-05-03,Bogotá,Colombia
2168,42322,Fabio Anderson Cruz Pineda,alberto46@example.org,PROD-002,Mouse Inalámbrico,Accesorios,1,1098.42,2023-11-02,Cali,Colombia
2004,81846,Luis Ardila,sanchezandres@example.com,PROD-002,Mouse Inalámbrico,Accesorios,9,"1384,02",2024-10-20,Barranquilla,Colombia
1389,23809,  Javier Zambrano ,luis50@example.org,PROD-002,Mouse Inalámbrico,Accesorios,7,367.14,2024-12-09,Barranquilla,Colombia
1983,26244,Ingrid Sandra Tovar Cárdenas,gamboaluis@example.com,PROD-004,Monitor 4K,Tecnología,8,849.28,2023-12-05,Medellín,Colombia
3489,37155,Alejandra Gómez,bibianadiaz@example.net,PROD-005,Silla de Oficina,Mobiliario,6,821.24,2025-09-10,Cali,Colombia
1010, 60704 ,Paula Rodríguez,umendoza@example.net,PROD-001,Laptop Pro,tecnología, 9 ,1080.07,2024-01-24,Bogotá,Colombia
2290,22515,  María Luisa Carvajal Calderón ,menesescarlos@example.org,PROD-001,Laptop Pro,Tecnología,10,602.97,2024-07-10,Barranquilla,Colombia
1609,39956,Segundo Vallejo,oruiz@example.com,PROD-006,Libreta Inteligente,Oficina,8,1257.65,2025-01-25,Bogotá,Colombia
1545,52395,Miguel Marín Martínez,andrea89@example.org,PROD-003,  Teclado Mecánico ,Accesorios,2,104.14,2024-12-09,Medellín,Colombia
1257,47483,Martín Andrade Arias,ghernandez@example.org,PROD-006,Libreta Inteligente,Oficina,3,583.55,2025-08-16,Barranquilla,Colombia
2808,45797,Luz Arias,quirogadiana@example.net,PROD-002,Mouse Inalámbrico,Accesorios,1,852.85,2024-06-26,Cartagena,Colombia
1007,43607,Milena Ana Rojas Cárdenas,luz48@example.net,PROD-002,Mouse Inalámbrico,Accesorios,9,1271.98,2025-03-09,Bogotá,Colombia
1935,16335,Juan Jorge Núñez Alzate,ninomauricio@example.com,PROD-006,Libreta Inteligente,Oficina,7,379.73,2025-01-05,Medellín,Colombia
1643,,Jairo Juan Rodríguez Castro,yramirez@example.net,PROD-002,Mouse Inalámbrico,Accesorios,1,1294.92,2024-10-24,Barranquilla,Colombia
3493,14353,Diana Johanna Arango,fernanda63@example.net,PROD-005,Silla de Oficina,Mobiliario,4,688.35,2025-02-27,Barranquilla,Colombia
1279,25546,Esther Gladys Castro Santos,rodrigo29@example.com,PROD-002,Mouse Inalámbrico,Accesorios, 1 ,441.37,2023-11-08,Medellín,Colombia
2873,86319,Alberto Alfonso López,zcardona@example.net,PROD-003,Teclado Mecánico,Accesorios,3,858.56,2024-07-25,Barranquilla,Colombia
1999,67685,Antonio Angulo,gomezlorena@example.com,PROD-001,Laptop Pro,Tecnología,3,1092.9,2023-11-15,Bogotá,Colombia
1238,69080,William Andrade Agudelo,fzambrano@example.com,PROD-005,Silla de Oficina,Mobiliario,9,66.49,2024-11-27,Cali,Colombia
2011,82110,  Vicente Roa ,alberto39@example.com,PROD-002,Mouse Inalámbrico,Accesorios,6,376.09,2025-04-19,Cali,Colombia
3040,CUST-67237,Ana Nelsy Méndez,ugarcia@example.com,PROD-005,Silla de Oficina,Mobiliario,5,1191.64,2024-04-05,Bogotá,Colombia
2208,CUST-71608,Ana Pineda,xgomez@example.net,PROD-003,Teclado Mecánico,Accesorios,9,109.17,2025-05-20,Bogotá,Colombia
1669,33014,Carol Sindy Bonilla Castro,angie72@example.com,PROD-004,Monitor 4K,Tecnología,1,1067.55,2024-12-04,Medellín,Colombia
2891,17802,Cristina Diana Ocampo,andresvelasco@example.com,PROD-001,  Laptop Pro ,Tecnología,2,1028.31,2025-02-24,Cali,Colombia
2513, 69942 ,Mauricio Guzmán,clemencia24@example.com,PROD-003,Teclado Mecánico,Accesorios,9,1097.87,2025-06-04,Bogotá,Colombia
1700,98066,Andrés Ever Moreno,alberto32@example.org,PROD-003,Teclado Mecánico,Accesorios,8,1005.9,2025-03-10,Cali,Colombia
3385,16923,Luis Enrique Barrera Vega,cristianzapata@example.com,PROD-005,  Silla de Oficina ,Mobiliario,2,279.75,2024-02-18,Bogotá,Colombia
1242,69927,Julio Castro Arboleda,opena@example.com,PROD-001,Laptop Pro,Tecnología,10,42.26,2024-07-24,Bogotá,Colombia
2695,47696,Rubiela Amparo Ramírez,sjimenez@example.com,PROD-004,Monitor 4K,Tecnología,7,"836,39",2024-04-23,Medellín,Colombia
1222,31764,Emma Marcela Mendoza,ngonzalez@example.org,PROD-001,Laptop Pro,Tecnología,3,1204.58,2024-12-05,Cartagena,Colombia
1618,68628,Carlos Luis Quintero Ortiz,vivianahernandez@example.net,PROD-003,Teclado Mecánico,Accesorios,1,844.47,2025-01-16,Cali,Colombia
1978,75886,Andrés Efrén Benavides Campo,diazmanuel@example.com,PROD-003,Teclado Mecánico,Accesorios,7,668.32,2023-10-03,Bogotá,Colombia
1605,24464,Patricia Ángela Murillo Álvarez,eduardofernandez@example.net,PROD-006,Libreta Inteligente,Oficina,9,489.98,2024-06-22,Medellín,Colombia
3280,31538,Enrique Villamizar Moreno,lopezjohn@example.net,PROD-004,  Monitor 4K ,Tecnología,9,352.45,2024-09-29,Barranquilla,Colombia
3298,CUST-27088,Orlando Barrera,armando39@example.net,PROD-006,Libreta Inteligente,Oficina,10,1138.9,2025-04-08,Bogotá,Colombia
1327,52520,Fanny Cantillo,sierrajuliana@example.com,PROD-003,Teclado Mecánico,Accesorios,5,199.51,2024-05-30,Cali,Colombia
2164,93672,Andrés Eduardo Hernández,edgardopuentes@example.com,PROD-002,Mouse Inalámbrico,Accesorios,9,1260.27,2025-05-25,medellín,Colombia
3052,58421,Andrés Amaya Martínez,david96@example.net,PROD-003,Teclado Mecánico,Accesorios,1,470.14,2024-03-08,Bogotá,Colombia
2533,44377,  Henry Antonio Aguirre Díaz ,yesidlopez@example.org,PROD-006,Libreta Inteligente,Oficina,7,612.12,2025-09-29,Bogotá,Colombia
2529,35728,Jhon Fabián Sánchez,angela00@example.net,PROD-006,Libreta Inteligente,Oficina,10,1133.06,2025-05-21,Cartagena,Colombia
3250,CUST-41520,Flor Jiménez Morales,patriciadiaz@example.net,PROD-001,Laptop Pro,Tecnología,5,$ 46.44,2025-09-10,Cali,Colombia
2152,10990,Andrés Medina Contreras,gamboaedwar@example.org,PROD-001,  Laptop Pro ,tecnología,3,215.2,2024-11-23,Bogotá,Colombia
1620,,Cristina Valencia,enriqueleon@example.net,PROD-006,  Libreta Inteligente ,oficina,3,719.96,2025-01-25,Medellín,Colombia
2440,65196,Doris Miranda Parada,trianaalexander@example.org,PROD-001,Laptop Pro,Tecnología,3,"357,4",2025-04-02,Cartagena,Colombia
2780,49526,Felipe Sanabria,lvargas@example.org,PROD-002,Mouse Inalámbrico,Accesorios,7,428.82,2024-01-10,Bogotá,Colombia
3246,83371,Silvia Sánchez Hernández,martinezjohana@example.com,PROD-004,Monitor 4K,Tecnología,3,548.88,2023-11-07,Cartagena,Colombia
1920,31212,Diana Claudia Ardila,ymontes@example.org,PROD-003,  Teclado Mecánico ,Accesorios,5,958.03,2024-03-22,Cali,Colombia
1551,52088,Dayana Caballero,rosalbavasquez@example.com,PROD-001,Laptop Pro,Tecnología,3,988.93,2024-07-08,Barranquilla,Colombia
2728,68995,Paula Nancy Morales Caicedo,rodriguezemilio@example.org,PROD-002,Mouse Inalámbrico,accesorios,8,1391.38,05-16-25,Cartagena,Colombia
3302,96699,Patricia María Guevara Pardo,hernandezangelica@example.org,PROD-006,Libreta Inteligente,oficina,8,1131.76,2025-06-05,Barranquilla,Colombia
2859, 51656 ,Consuelo Portilla Barrios,david10@example.net,PROD-004,Monitor 4K,Tecnología,1,1248.14,2024-07-18,Cartagena,Colombia
2478,42197,Edith Salazar,daniel39@example.org,PROD-002,Mouse Inalámbrico,Accesorios,3,"42,8",2025-09-10,Cartagena,Colombia
2501,53387,Giovanni Espinosa Gómez,mariaduque@example.net,PROD-003,Teclado Mecánico,Accesorios,1,"765,07",2024-08-20,Cartagena,Colombia
1953,10402,Gina Diana Palacios Bermúdez,mejiaadriana@example.net,PROD-003,Teclado Mecánico,Accesorios,2,$ 1430.89,2025-05-02,Medellín,Colombia
2424,27320,Yerson Enrique Restrepo,ruizkaren@example.net,PROD-005,Silla de Oficina,Mobiliario,4,384.29,2024-04-28,CARTAGENA,Colombia
2715,49678,Antonio Hernández,milena58@example.com,PROD-003,Teclado Mecánico,Accesorios,5,54.13,2024-11-14,Cali,Colombia
2770,52424,  Julián Acosta ,morenoolga@example.net,PROD-004,Monitor 4K,Tecnología,3,662.35,2025-09-26,Bogotá,Colombia
1588,77704,Consuelo Gómez Rodríguez,manuelbuitrago@example.org,PROD-005,Silla de Oficina,Mobiliario,2,1306.94,2023-12-28,Medellín,Colombia
